station,date,temp,dew_point,wind_speed,precipitation
702699999,2016-06-22,94.7,66.7,0.0,0.0
702699999,2016-06-23,88.3,69.7,0.0,0.0
702699999,2016-06-24,80.5,69.3,0.0,99.99
702699999,2016-06-25,81.4,71.8,0.0,0.0
702699999,2016-06-26,80.5,63.4,0.0,0.0
702699999,2016-06-27,80.6,64.2,0.0,0.0
702699999,2016-06-28,77.4,70.8,0.0,99.99
702699999,2016-06-29,74.3,71.9,0.0,0.0
