station,date,temp,dew_point,wind_speed,precipitation
1001099999,2017-01-01,23.8,16.1,11.1,0.0
1001099999,2017-01-02,26.0,20.8,14.6,0.03
1001099999,2017-01-03,24.0,21.4,22.9,0.05
1001099999,2017-01-04,24.9,18.4,15.5,0.17
1001099999,2017-01-05,35.4,33.5,14.5,0.02
1001099999,2017-01-06,27.1,22.4,22.7,0.35
1001099999,2017-01-07,28.9,24.3,17.8,0.0
1001099999,2017-01-08,21.7,15.8,14.6,0.12
1001099999,2017-01-09,18.5,9.7,14.5,0.09
1001099999,2017-01-10,26.3,18.9,17.1,0.0
1001099999,2017-01-11,25.1,18.0,21.5,0.0
1001099999,2017-01-12,19.6,11.4,20.5,0.0
1001099999,2017-01-13,18.6,12.2,20.5,0.03
1001099999,2017-01-14,19.2,10.7,9.2,0.0
1001099999,2017-01-15,29.4,24.9,13.3,0.0
1001099999,2017-01-16,33.8,26.6,23.6,0.4
1001099999,2017-01-17,24.7,15.6,20.1,0.05
1001099999,2017-01-18,23.2,15.8,11.7,0.0
1001099999,2017-01-19,18.6,6.4,16.0,0.13
1001099999,2017-01-20,25.3,12.2,8.4,0.0
1001099999,2017-01-21,30.6,25.5,19.6,0.02
1001099999,2017-01-22,32.8,26.5,19.1,0.0
1001099999,2017-01-23,31.8,28.0,14.9,0.0
1001099999,2017-01-24,34.8,34.5,8.6,0.3
1001099999,2017-01-25,25.8,21.3,20.5,0.23
1001099999,2017-01-26,29.1,22.7,18.8,0.0
1001099999,2017-01-27,29.8,25.1,16.8,0.01
1001099999,2017-01-28,31.5,28.0,14.3,0.0
1001099999,2017-01-29,23.6,20.1,18.4,0.42
1001099999,2017-01-30,22.7,17.8,8.3,0.01
1001099999,2017-01-31,24.5,20.0,18.8,0.0
1001099999,2017-02-01,33.5,32.9,14.1,0.08
1001099999,2017-02-02,33.7,32.9,4.9,0.06
1001099999,2017-02-03,36.8,36.1,11.2,0.01
1001099999,2017-02-04,36.1,35.9,9.1,0.08
1001099999,2017-02-05,37.0,36.1,8.9,0.0
1001099999,2017-02-06,35.8,35.6,10.5,0.0
1001099999,2017-02-07,36.7,35.7,13.7,0.02
1001099999,2017-02-08,36.5,35.3,16.5,0.0
1001099999,2017-02-09,36.4,34.6,21.0,0.0
1001099999,2017-02-10,35.4,35.2,15.4,0.19
1001099999,2017-02-11,35.5,33.6,16.3,0.0
1001099999,2017-02-12,38.6,35.5,31.5,0.04
1001099999,2017-02-13,33.7,28.9,21.8,0.08
1001099999,2017-02-14,32.9,31.8,7.5,0.03
1001099999,2017-02-15,33.1,31.0,10.1,0.0
1001099999,2017-02-16,28.0,23.5,8.9,0.0
1001099999,2017-02-17,18.4,11.8,14.5,0.05
1001099999,2017-02-18,15.4,8.2,6.5,0.01
1001099999,2017-02-19,15.6,6.9,11.7,0.03
1001099999,2017-02-20,12.9,4.6,7.4,0.0
1001099999,2017-02-21,15.5,8.3,12.3,0.02
1001099999,2017-02-22,21.2,13.5,20.1,0.0
1001099999,2017-02-23,22.0,13.1,13.7,0.0
1001099999,2017-02-24,23.9,15.6,13.9,0.0
1001099999,2017-02-25,32.9,25.9,32.8,0.0
1001099999,2017-02-26,34.4,31.5,24.4,0.02
1001099999,2017-02-27,31.7,24.5,16.3,0.03
1001099999,2017-02-28,30.3,25.8,7.6,0.0
1001099999,2017-03-01,28.5,21.7,3.9,0.0
1001099999,2017-03-02,29.0,21.9,5.4,0.0
